date,low_cpu,low_mem,low_num,low_ttl,mid_cpu,mid_mem,mid_num,mid_ttl,high_cpu,high_mem,high_num,high_ttl
2026-3-2 16:31:49,45297.0,4073.5699999999997,1.3239999999999998,4.0,40143.0,4701.5599999999995,27.236,2.0,0.0,0.0,0.0,0.0
2026-3-2 16:46:49,19940.0,549.15,0.567,1.0,33924.0,3856.78,10.531,1.0,0.0,0.0,0.0,0.0
2026-3-2 17:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 17:16:49,22733.0,3252.5299999999997,4.03,3.0,80561.0,5756.610000000001,40.352000000000004,3.0,0.0,0.0,0.0,0.0
2026-3-2 17:31:49,8275.0,519.02,0.435,1.0,116049.0,11223.75,50.436,4.0,216.0,70.69,33.102,1.0
2026-3-2 17:46:49,8649.0,1128.6,1.088,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 18:01:49,6586.0,640.3,0.901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 18:16:49,12111.0,1983.65,4.859,3.0,118881.0,6205.929999999999,35.579,3.0,53933.0,3600.69,216.836,4.0
2026-3-2 18:31:49,11512.0,933.44,0.98,1.0,14643.0,1143.72,8.95,1.0,0.0,0.0,0.0,0.0
2026-3-2 18:46:49,0.0,0.0,0.0,0.0,20767.0,3124.31,16.31,1.0,0.0,0.0,0.0,0.0
2026-3-2 19:01:49,0.0,0.0,0.0,0.0,45042.0,2463.47,18.14,1.0,0.0,0.0,0.0,0.0
2026-3-2 19:16:49,68895.0,5851.57,1.609,3.0,93512.0,7164.28,35.058,3.0,0.0,0.0,0.0,0.0
2026-3-2 19:31:49,16232.0,3272.8,3.541,2.0,86234.0,7343.33,25.154,3.0,0.0,0.0,0.0,0.0
